FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0015359	CG2034	chr3L	2257628	2258934	94.2664	36.4771	7.80316	4.57489	6.19071	14.8335	16.6964	17.0814	14.1987	13.7817	14.408	11.7116	27.3691	20.3767	19.6061	18.5551	29.4582	38.3298	32.3152	34.005	40.3209	42.2411	33.4285	38.7941	44.9467	57.2353	65.7322	43.0805	57.4439	59.7011
FBgn0037378	CG2046	chr3R	1619021	1620137	72.3458	13.98769	35.59355	31.3382	29.1733	30.1819	19.1396	16.291	11.7754	8.90511	8.8286	8.515814	20.6345	30.3829	24.89	34.7679	56.6876	113.706	110.595	43.8277	41.7282	39.6875	34.6426	36.96	46.7355	62.7591	72.7941	42.8416	59.5226	58.2338
FBgn0037376	CG2051	chr3R	1613048	1615119	95.3898	69.1197	47.0423	43.8202	50.7455	33.41087	34.7979	23.11845	23.2623	12.00004	33.0807	35.4888	8.809	14.17274	9.11207	16.83752	25.00893	37.0299	38.4238	37.5602	36.09487	28.8439	20.35993	11.61492	21.51756	29.33015	23.7334	17.83393	50.6558	50.6424
FBgn0039905	CG2052	chr4	395996	414089	0.0759652	0.141018	0.1653407	0.3139506	0.576842	1.826783	4.165285	9.58224	8.984438	7.59303	4.948637	5.585912	6.23691	1.72161	0.858102	1.479249	4.32991	6.647299	6.685836	11.737109	15.174074	11.99557	7.755819	6.91468	6.71374	7.06538	9.96201	4.61964	4.33576	4.241471
FBgn0039887	CG2053	chr3R	27864051	27865476	0.0	0.0	0.0227564	0.011628	0.0	0.0213846	0.0773584	0.0	0.0325041	0.0472715	0.0348088	0.053021	0.0	0.0332127	0.0355898	1.36512	3.1708	5.37944	4.33537	7.34555	12.3205	12.2532	9.88385	6.04132	11.1454	16.832	15.1503	0.0095377	0.0	0.0
FBgn0029942	CG2059	chrX	7180607	7182263	20.7998	6.39424	3.88304	7.53283	10.3159	12.6759	9.37135	6.95957	7.91105	6.40135	6.75111	7.30091	15.1059	18.3197	13.4521	6.36158	5.37646	5.68917	4.64942	5.92089	8.3221	12.2332	19.3075	10.4995	15.2449	15.3381	13.7215	11.0989	12.8307	13.615
FBgn0027498	CG2061	chrX	10986437	10988983	36.71986	1.3892943	0.495902	0.364868	0.666299	2.326567	3.166533	4.537929	3.81118	2.877276	2.452402	2.5301113	5.587593	4.694185	4.512995	10.280766	17.61081	19.9163	19.3859	34.365383	44.34877	34.35252	23.21075	21.31878	29.42767	44.97361	49.40282	12.392281	14.096488	16.5392
FBgn0033400	CG2063	chr2R	5172717	5174190	37.3513	56.3475	53.1597	55.1562	52.4696	44.6749	37.7176	31.7439	28.4199	20.436	32.1635	26.7622	14.2869	14.8683	11.8058	12.1742	14.3104	17.0684	16.4703	18.7532	26.0279	20.6263	12.9461	7.43377	8.79263	9.17227	9.87079	14.2568	21.4445	22.2301
FBgn0033205	CG2064	chr2R	3553237	3554857	3.51357	3.81967	4.613257	19.54176	33.25814	53.9398	40.67261	18.37823	22.1345	30.07983	45.94844	72.6509	33.9955	21.49307	27.3412	32.83418	21.2675	16.63574	16.76125	26.51984	14.87517	10.38717	4.894113	18.60973	18.18426	16.7013	19.4702	14.5265	11.35528	16.33016
FBgn0033204	CG2065	chr2R	3551123	3552792	0.0299124	0.0683422	0.912749	5.87835	10.33345	4.72567	2.357052	2.052461	3.646458	4.942703	12.03699	16.78202	1.535386	2.650268	3.300516	2.722075	1.057631	4.293086	3.687696	0.713969	0.787792	0.870214	0.536946	3.468664	2.608657	3.740192	4.52212	1.617618	1.370892	1.71027
FBgn0033203	CG2070	chr2R	3549359	3550913	0.0509374	0.0193965	0.2153872	0.1133993	0.15659	0.2633938	0.412704	0.156847	0.1618603	3.23493	10.70958	11.964	4.21717	0.535105	3.448793	0.457918	1.298488	59.11292	357.46	20.07944	1.788278	0.834763	0.144958	2.319887	10.45964	15.03091	5.903534	6.18676	8.0292	3.795592
FBgn0030263	CG2076	chrX	10984300	10986193	75.6092	51.9279	12.5928	10.0744	17.411	31.705	26.3726	33.8051	31.3599	40.1402	37.2332	34.3209	56.7856	64.1864	68.7068	58.3003	55.7516	47.481	38.84	57.4255	55.1853	61.1373	56.5943	79.8269	103.227	114.494	189.904	77.3439	61.4217	67.0716
FBgn0027608	CG2082	chr3R	1584400	1606798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35145	3.63789	6.77003	12.39546	12.71364	19.17093	6.30433	2.77826	8.05799	28.18199	70.93427	211.4481	267.6791	207.4111	206.68518	106.73169	102.85148	146.9585	161.55236	162.6105	39.39577	8.37512	6.8858
FBgn0035376	CG2083	chr3L	2786486	2800130	1.02782	11.4164	52.6395	108.811	87.346	31.2625	43.8597	32.0042	22.171	20.4792	12.4446	12.4595	12.1327	7.2387	6.41847	6.90773	25.3925	27.0461	36.1601	59.8212	60.6324	23.3596	8.89207	8.78532	7.37217	8.25391	9.56569	5.51669	1.52627	2.09443
FBgn0037372	CG2091	chr3R	1579028	1580521	32.0561	48.8109	84.1477	53.5049	45.2196	34.3795	28.913	15.6516	12.8657	6.311241	8.93705	12.156	6.60009	10.1011	9.2268	10.4304	13.3205	17.4069	16.5869	16.5757	19.5622	10.8248	6.22361	3.93831	5.02895	5.66143	5.94667	8.6281	21.0968	20.5915
FBgn0037369	CG2100	chr3R	1560420	1562156	29.9242	26.2322	15.5286	9.88982	13.7204	14.1941	10.7659	7.99676	5.96803	3.82572	4.03881	4.58681	5.84364	9.00288	6.8481	8.97431	10.5101	13.748	11.9251	18.6772	23.6888	21.2022	16.2078	12.3884	17.5802	24.8152	26.3788	15.3434	24.6524	25.2397
FBgn0037365	CG2104	chr3R	1517546	1519008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.591263	1.78014	2.42227	1.84992	4.16277	7.15474	9.25402	9.76935	9.14351	13.7277	17.2168	20.934	0.0	0.0	0.0
FBgn0035383	CG2107	chr3L	2980939	2983685	26.177	36.5297	30.2219	18.6408	18.8145	15.3202	13.3742	13.8919	12.8266	10.4471	14.0436	13.9846	13.6925	21.2421	23.7343	19.3313	18.6927	18.2331	19.0756	12.6564	10.8553	13.7886	12.2216	11.2976	17.323	15.1921	13.0617	20.3814	23.7393	24.7579
FBgn0030223	CG2111	chrX	10551721	10554717	0.0	0.00765778	0.0111392	0.0	0.0824295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.503822	2.48183	4.52516	7.88452	0.0	0.0	0.0
FBgn0035384	CG2113	chr3L	2995142	2996246	0.0	0.0	0.0	0.0	0.0184468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140352	3.16398	5.91192	8.13883	7.95482	12.6734	17.5256	23.0542	26.8246	17.9272	46.0817	55.6386	48.9142	0.0	0.0	0.0
FBgn0030003	CG2116	chrX	8023772	8025816	67.1462	53.4926	36.63476	35.411	34.28768	29.36194	26.22156	25.40893	20.2256	18.3324	21.53769	21.4432	18.4305	15.831788	16.0646	13.7143	16.11299	15.8406	17.9237	20.3277	18.7212	14.122	9.33504	17.88908	9.75881	10.4159	13.976011	25.3625	31.8336	33.2377
FBgn0039877	CG2118	chr3R	27615980	27619685	42.01382	6.17813	4.51875	8.459376	10.81611	19.09119	20.36735	14.08166	12.46756	10.91548	17.2517	19.01868	37.14099	36.96823	45.50287	17.07785	14.00958	15.58002	13.91985	10.33303	12.30579	14.22125	11.93413	7.3056	14.63685	15.60535	13.03744	19.8832	38.53373	35.16625
FBgn0030005	CG2120	chrX	8029356	8031082	0.0454279	0.338177	0.312317	0.384831	0.282639	0.491199	1.00508	3.18259	4.54669	11.5256	12.6439	14.7127	7.74963	8.0703	5.22223	8.41636	2.66983	0.524288	0.200882	0.173785	0.204203	0.347889	0.174723	2.81729	3.3249	3.98965	2.90736	3.66468	1.96508	2.34538
FBgn0033289	CG2121	chr2R	4283897	4299228	0.0584476	0.0333844	0.0107915	0.0992561	0.199642	1.80866	2.86327	2.814491	5.65504	35.93771	5.70485	6.388873	6.75865	3.589241	8.5702	6.95923	15.24339	33.92625	20.40628	8.60946	1.68098	1.622135	17.8705	18.51913	11.89384	9.088643	6.19793	7.54734	2.23258	1.193535
FBgn0030217	CG2124	chrX	10490109	10493215	5.77791	9.83062	8.74078	6.10056	5.33292	7.30479	5.107	5.41294	4.79511	2.68779	1.97017	1.94442	5.53787	5.46102	3.77353	1.44595	1.58996	1.86051	1.75986	1.79215	2.81775	3.64054	2.15059	1.72387	1.84535	2.17965	2.70324	4.55788	4.75633	4.53164
FBgn0039876	CG2126	chr3R	27600743	27602408	23.9268	7.52406	16.8031	19.9102	17.293	18.3187	14.7261	9.47866	9.01646	6.37955	4.87999	6.07356	5.69241	5.42674	3.69328	4.94675	8.24873	10.8494	9.17257	9.67878	11.578	11.0709	6.7753	4.5881	5.31542	6.89831	7.36064	9.20288	16.6779	17.0129
FBgn0033286	CG2127	chr2R	4255844	4257549	0.0	0.0140409	0.0695335	0.483782	0.341109	0.0287896	0.0853964	0.0928966	0.0541735	0.0212135	0.145037	0.0618579	0.0845037	0.0149045	0.78445	19.0365	47.0312	54.2988	54.041	111.557	176.814	224.106	247.831	277.8678	499.235	624.988	699.504	0.239567	0.0375096	0.0139496
FBgn0030008	CG2129	chrX	8039886	8041888	31.4521	0.6984	0.432414	1.26982	2.30349	3.73055	3.38856	3.12786	2.5152	2.54863	2.40267	2.03927	2.55718	1.8819	1.61327	2.59069	3.41106	3.63367	3.46007	4.48716	4.0638	3.30209	1.80364	2.22062	1.98657	2.51144	3.15849	8.53545	15.3645	17.3465
FBgn0039874	CG2135	chr3R	27595014	27597586	10.7187	15.0859	16.5361	14.9667	13.5487	10.743	15.8472	9.52692	9.3309	5.4973	7.11712	6.87726	6.11616	10.3467	7.75636	9.58662	12.321	13.8476	15.063	11.8344	14.1509	8.74089	4.51016	3.84083	6.09777	7.06948	7.26889	6.51526	10.6536	11.1908
FBgn0033190	CG2137	chr2R	3423423	3425802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06042	4.40054	4.09939	9.92552	16.121	19.7033	22.1453	30.5318	45.1833	58.6508	71.6668	0.0	0.0	0.0
FBgn0033187	CG2144	chr2R	3406772	3410074	18.43536	8.470505	17.6854	21.6795	18.24821	17.0401	14.5626	11.4499	8.58791	5.28728	3.91975	4.26998	11.7372	14.435	10.341257	10.232933	11.57273	12.1234	11.9828	10.7215	13.4755	8.75008	5.56706	4.753743	8.53513	12.07583	13.1409	10.001	12.215353	12.19762
FBgn0030251	CG2145	chrX	10821419	10823773	1.52626	24.451	46.5074	23.5725	12.2898	9.82947	8.62166	21.979	54.1105	84.5913	46.7373	37.3506	59.7477	91.4663	133.688	105.046	55.7543	17.2359	14.3085	35.2911	16.8497	26.7002	28.1305	69.1902	51.679	45.6746	36.9319	29.0968	18.2853	21.3093
FBgn0030025	CG2147	chrX	8134667	8135520	45.5036	8.84083	6.05478	13.3279	15.4004	20.2526	14.913	6.81608	5.24169	3.90459	3.84194	3.44902	8.44079	11.1715	10.2282	15.9277	23.0325	34.8227	31.6183	23.4247	25.6567	21.8904	15.3652	19.1647	26.3421	34.3881	32.429	17.2156	28.0772	33.0123
FBgn0003065	CG2150	chr3R	27589019	27590585	0.772813	0.831906	1.507576	2.54908	4.1677	1.92622	3.48171	71.65577	286.403	157.1145	4.81007	4.94316	1.01865	83.4572	50.64744	0.233919	0.0609428	0.249778	0.746118	48.7296	24.38077	152.479	1638.859	40.93163	0.633812	0.0744066	0.0439699	0.58999	0.0942023	0.101204
FBgn0030244	CG2157	chrX	10763296	10764739	0.2889	0.964937	0.5582807	0.469197	1.21924	2.824065	4.50665	29.53994	76.2558	97.7286	23.67654	16.8505	14.77239	64.2896	47.8585	6.02025	4.69209	2.329814	0.592706	2.42441	8.58825	14.64478	58.38065	23.00603	10.048075	10.12656	10.05288	5.4901	2.36483	2.350646
FBgn0033264	CG2158	chr2R	4010478	4012580	103.229	120.109	111.578	76.594	60.5071	42.7562	35.4875	30.9147	22.3887	10.9076	20.2545	20.7718	31.3853	29.338	21.7335	17.8893	23.066	24.851	24.6289	24.7917	29.0358	16.9428	8.20023	8.02074	10.412	12.4153	13.6674	35.8828	64.9244	63.9921
FBgn0035388	CG2162	chr3L	3035197	3040469	87.2251	51.1735	18.91611	16.6335	14.71675	24.9784	19.6488	19.3707	67.55707	43.4604	22.1302	23.66549	19.6525	21.54103	20.65855	18.3845	27.4816	28.52569	26.62416	26.32964	30.3766	25.5289	30.1237	24.5006	26.68059	28.19232	27.2671	34.49	59.4742	57.2653
FBgn0039902	CG2177	chr4	331557	334840	16.07902	23.76319	27.36757	21.68762	29.5638	29.4841	48.242	14.41286	22.54726	11.85522	14.32928	23.5558	10.98099	14.53771	11.01428	12.11832	16.35478	29.9319	32.0121	21.70048	26.2752	28.619	18.32939	9.03001	11.36028	8.85249	7.72307	7.35256	17.6755	14.08352
FBgn0037360	CG2182	chr3R	1481951	1485786	126.3619	64.0716	79.81814	71.35274	57.95351	51.85636	49.13865	42.41977	32.68002	30.87891	32.70052	32.81965	39.37587	33.29274	27.6216	32.39253	40.54346	45.068	43.49984	43.29443	55.23324	45.30828	25.27401	28.24403	27.70283	31.25479	38.48936	64.2716	98.56756	101.09778
FBgn0033273	CG2183	chr2R	4055351	4057596	40.4975	7.45978	2.4968	1.4629	1.33369	0.877289	0.934443	0.841371	1.18852	1.09085	1.96351	2.14082	2.17493	1.3762	1.33139	2.55453	3.68339	5.13748	4.727	6.3279	5.63557	4.42625	4.00016	3.82471	5.0838	6.00306	6.26478	14.0994	28.6914	28.6475
FBgn0030243	CG2186	chrX	10751432	10760270	68.51491	84.76241	42.79577	47.12141	44.04335	34.6403	28.4036	38.0276	27.42611	20.581616	41.2409	23.29385	12.752606	8.882856	8.659543	4.900347	12.870892	12.26701	13.633047	14.09021	21.75825	14.60372	10.323961	10.10835	8.823511	10.956941	12.353352	22.052903	27.228681	31.62698
FBgn0017448	CG2187	chr3R	27581024	27584361	33.1792	10.3758	2.33538	1.80212	4.56938	1.59573	1.1572	0.852165	1.21556	7.01784	14.9762	15.0733	26.5799	11.7808	21.5058	8.93249	1.11432	0.331027	0.157103	0.405421	0.320786	0.233617	0.145483	14.4197	7.91385	11.1864	15.7688	11.3226	17.0366	19.5866
FBgn0035213	CG2199	chr3L	1339456	1342403	49.63473	42.81079	54.99898	59.31561	59.0806	41.56157	43.63408	19.72481	20.7199	12.58527	38.12456	35.19056	16.32979	11.19722	7.05096	4.195704	5.93334	8.00326	6.94947	8.12474	8.10179	5.483466	3.54727	3.227937	2.870075	3.11312	2.745325	14.68094	36.84846	33.19129
FBgn0030447	CG2200	chrX	12988282	12989894	27.3852	14.5911	12.0667	8.81535	9.55135	16.5685	9.72804	11.9895	9.91409	11.0455	17.0522	13.1664	23.0856	24.4054	16.981	24.4689	22.7677	20.6056	19.8716	18.8068	21.7422	17.3625	12.8071	15.3281	16.5385	17.4941	23.5698	31.1115	26.0307	29.2211
FBgn0032955	CG2201	chr2L	21614273	21623978	55.46418	46.87217	68.29876	62.4302	56.18801	39.03358	55.50133	27.88198	34.1934	29.65028	34.63101	43.40194	22.40355	16.764557	9.92082	5.655332	16.9273	64.28081	52.40469	21.578936	20.410516	28.09545	59.3013	28.38024	38.98692	37.85478	35.00552	31.85144	50.8728	46.37786
FBgn0030240	CG2202	chrX	10742722	10746395	43.5016	9.94521	11.905	18.2126	14.6066	15.8517	9.56748	9.32811	6.11816	5.64163	5.91197	4.80556	8.26894	6.64583	5.93869	5.78066	8.5895	8.17629	8.43068	10.1648	12.2329	8.05634	5.43535	5.81579	9.02727	12.2841	13.5432	15.5934	21.0352	23.8441
FBgn0030441	CG2209	chrX	12916230	12917225	0.0	0.0	0.0	0.0	0.0193923	0.0	0.0	0.0	0.0	0.0	0.0240513	0.0	0.0	0.0	0.0491819	0.74466	1.78847	2.73511	2.08024	4.00179	5.73425	8.04275	8.63759	7.11173	14.013	16.1543	16.4845	0.0131802	0.0	0.0214782
FBgn0035211	CG2211	chr3L	1333236	1335303	13.5755	6.09994	6.98865	7.112	5.63805	3.95388	2.52963	1.32617	1.22134	0.904392	0.836787	1.02892	1.24902	1.33196	1.44378	4.66446	6.08961	9.45792	10.0455	11.076	12.604	8.95916	4.69031	3.2146	5.27804	7.71643	6.19465	3.97473	8.73306	8.55987
FBgn0027544	CG2217	chr3R	26244485	26248707	0.0334753	0.36605	0.5941594	0.408741	0.53475	0.350306	0.660014	0.707897	1.57888	2.35089	3.938	4.703117	3.547846	1.726959	1.106881	1.745544	2.63628	2.83721	3.25628	4.642	7.40327	11.14014	9.51846	5.28685	6.39202	7.49661	7.13709	2.07833	1.192354	1.800634
FBgn0039767	CG2218	chr3R	26251115	26254082	102.952	108.009	118.487	97.919	78.0055	50.5454	44.0631	42.467	31.8392	24.2147	33.2557	28.0209	11.7497	9.18613	9.4506	17.2587	25.8758	31.8377	32.9432	43.4199	39.7585	21.3983	12.2072	17.3189	17.5551	23.7167	25.1653	31.6955	49.0574	53.1364
FBgn0039889	CG2219	chr4	197973	200101	24.32712	9.00149	22.278099	20.18218	26.28603	22.42936	40.20197	7.89857	14.65375	8.97777	9.858395	19.62406	9.282749	13.41096	8.21766	10.38323	14.8002	30.83214	31.8014	29.13288	33.9876	33.84395	24.17892	6.515723	13.65874	8.531336	7.089367	6.67981	29.55757	18.1439
FBgn0039773	CG2224	chr3R	26282162	26285184	26.62477	32.49896	23.62419	11.62556	12.59576	10.65891	9.98209	12.58762	12.5668	11.89266	19.45456	17.6627	9.051814	7.28646	7.30393	9.21215	14.95577	16.80999	16.32431	21.79625	28.01364	25.24494	22.70182	37.03225	29.26758	38.16453	43.64132	14.00302	16.776	16.75346
FBgn0032957	CG2225	chr2L	21663791	21677671	4.466784	4.423091	1.3441477	1.517496	2.529355	5.834295	10.601405	10.956018	10.304597	8.717141	7.223982	8.022809	6.913521	3.099089	2.529412	2.897639	7.95804	10.891685	11.292713	15.492633	26.11048	20.076	10.677007	8.347224	10.817979	13.411354	15.549424	5.011075	5.219762	5.431958
FBgn0029990	CG2233	chrX	7927469	7931639	0.233662	0.0582551	0.2393631	0.49354662	0.952127	2.225837	8.26519	20.66622	30.64268	29.67124	86.4493	149.5347	379.043	244.0867	353.654	665.136	641.484	638.984	1076.364	641.812	699.3183	584.7236	270.1175	91.8233	457.695	325.4739	316.95695	292.8923	647.7216	588.0653
FBgn0039790	CG2246	chr3R	26418569	26427289	71.11704	21.161514	32.96443	28.12023	23.529091	32.35169	44.13762	61.41891	64.9976	61.15783	54.51406	61.51728	68.70194	41.11545	34.36871	35.36366	39.32719	42.79553	54.95522	45.35285	50.52336	34.7678	33.266044	27.98303	30.324122	29.594122	39.186472	62.75785	64.69744	67.12079
FBgn0030320	CG2247	chrX	11500268	11505758	43.0031	21.3616	14.6934	14.411	12.7322	10.1927	10.473	4.56443	3.3122	2.34521	2.66322	3.61123	5.78546	4.66736	4.59953	6.86764	11.197	16.2479	16.2035	18.5765	25.3329	13.0557	5.4449	4.16771	6.4396	9.17957	8.67157	13.8721	33.4117	32.3568
FBgn0040773	CG2249	chr2R	5936849	5938414	70.6061	92.8272	108.66	106.517	111.039	145.786	139.028	111.661	158.244	186.534	241.796	274.9	261.786	297.367	257.266	173.38	85.59046	73.00058	68.2749	61.75668	68.79546	121.92518	290.3668	329.8504	373.1851	282.6824	128.4524	257.658	166.127	117.232
FBgn0029994	CG2254	chrX	7972354	7975635	0.421663	0.918232	2.08747	11.3452	18.3367	47.3876	57.009	112.329	85.5497	46.4745	35.0844	34.5898	105.711	143.41	157.441	119.272	27.5055	6.61669	4.21982	14.0567	25.7678	18.7481	11.4142	66.5699	151.354	172.845	175.854	94.2232	53.0988	58.2651
FBgn0029995	CG2256	chrX	7978050	7981407	0.0326908	0.0933624	0.0543231	0.0832735	0.2476904	0.408386	0.599067	2.373977	2.900498	4.03418	2.702609	1.859964	1.26971	0.346866	0.0637187	0.0643175	0.0579274	0.1516348	0.1886538	0.0983531	0.359007	0.408063	0.579659	0.888542	0.891294	1.677401	2.357476	0.544752	0.268624	0.204062
FBgn0029997	CG2258	chrX	7988261	7996130	30.091067	27.560683	6.60447	5.547653	9.422466	7.38058	9.606093	13.935347	11.370203	6.286097	18.360103	13.80194	6.810234	3.5217918	2.592185	1.8899557	4.721674	4.860257	5.527951	8.106022	11.673359	10.315034	9.933537	8.77902	11.304005	14.550331	16.103456	15.65902	21.226453	23.272422
FBgn0030000	CG2260	chrX	8013110	8015183	39.4906	56.3241	40.2196	43.361	41.5835	36.8106	28.7754	26.6786	18.5886	13.6518	30.2263	24.3054	37.8683	17.3201	9.97876	4.9702	6.88674	6.90236	6.46647	7.12339	8.74032	8.38853	4.43934	5.51824	3.9561	5.05756	5.47522	22.503	26.4905	27.8154
FBgn0030007	CG2263	chrX	8037936	8039634	77.7814	15.544	19.3613	37.09	43.2612	69.9423	45.1447	40.911	27.1107	21.8958	24.6498	20.2826	59.6161	67.6741	50.3914	26.8797	28.0737	27.9142	30.0358	25.3659	33.0625	26.1102	15.4466	18.6535	19.3619	18.9046	23.0055	53.5155	68.6462	71.8025
FBgn0033478	CG2264	chr2R	5940047	5951244	43.2437	23.38871	33.57317	20.2407	20.1222	21.35478	11.16503	11.45462	9.27885	6.177256	5.381234	6.694255	5.637757	4.069018	5.274825	12.23703	17.45022	15.06485	10.40294	12.621721	21.025412	12.252686	11.810397	18.246963	16.410762	16.932238	16.004706	24.632945	24.13834	24.22283
FBgn0039792	CG2267	chr3R	26452925	26454787	0.0	0.0	0.0119954	0.0275822	0.0213444	0.00845423	0.0339812	0.0181864	0.00856682	0.0186884	0.0550455	0.00838458	0.0247388	0.0196956	0.162398	6.485079	16.08113	23.4317	20.226	39.34771	63.7998	81.26589	82.97414	55.17925	115.2524	138.27799	129.8599	0.105578	0.0593166	0.0491566
FBgn0033484	CG2269	chr2R	5972673	5983921	0.0798327	0.788789	0.3050241	0.0973103	0.2370777	0.159507	0.568196	3.739655	13.8508	24.89999	34.36077	41.37192	45.56626	20.26044	5.88831	4.35119	8.74984	10.94947	12.08186	25.22942	40.9242	24.6941	25.70674	17.334069	24.92286	26.54192	27.95584	10.647235	4.439877	4.292705
FBgn0035204	CG2277	chr3L	1305274	1307417	29.2685	31.7166	28.9708	26.1122	25.1023	30.5564	22.2052	19.3603	17.2626	17.4399	17.5735	19.1325	19.0908	22.7057	19.2883	17.9328	23.9049	44.8786	52.8389	18.1551	25.1954	31.3734	36.2765	38.8319	59.2051	70.12	76.8851	17.5493	19.7543	19.9947
FBgn0030017	CG2278	chrX	8060971	8064299	0.0	0.0	1.45053	3.88242	4.41767	3.94091	5.33349	5.5759	4.16174	4.46823	2.95062	2.24391	3.74921	1.29974	1.629736	0.996951	2.70631	2.77823	3.23324	4.58377	4.8996	5.13152	3.55266	3.35074	2.35831	3.59308	5.06436	0.0	0.0	0.0
FBgn0033279	CG2291	chr2R	4148111	4148968	0.0	0.0	0.0	0.0	0.0243321	0.0	0.0	0.0199408	0.0	0.0	0.0	0.0183869	0.0	0.0	0.0	4.64973	10.551	15.5044	12.1963	23.3096	37.6738	48.1136	47.7559	42.1058	78.618	94.0619	107.006	0.0165376	0.0	0.0
FBgn0033479	CG2292	chr2R	5950883	5954129	8.27454	8.70217	4.70624	4.70795	5.70427	5.43369	5.28616	3.28367	2.44536	1.37471	1.87049	2.38496	2.1068	2.25517	1.78877	2.49068	3.82825	5.02156	4.7844	5.33222	7.28803	6.15273	4.40243	3.13059	6.01093	8.99251	9.02192	2.71956	4.594	4.4808
FBgn0039665	CG2310	chr3R	25317188	25319327	91.6868	86.8502	40.77648	85.9126	93.7401	115.3972	65.6795	93.7601	60.8785	44.32799	34.84808	26.58181	23.28054	11.33092	9.96102	19.28043	27.72901	26.68458	27.41604	39.55671	60.12628	24.23719	15.94017	14.72908	8.33222	8.58288	13.974221	28.21272	24.14982	29.24978
FBgn0039890	CG2316	chr4	204701	214490	39.56063	32.288798	14.694435	16.700291	34.979115	32.0956	54.58307	19.798133	30.40054	23.259356	46.80891	71.15152	32.8536	50.01643	28.51586	36.08475	38.42648	60.1844	53.19058	44.001983	52.43103	47.59311	30.872011	14.942033	27.174005	22.066901	18.65389	19.50153	41.1398	32.49464
FBgn0039663	CG2321	chr3R	25312732	25315068	19.3826	3.46684	4.62898	3.25499	2.20204	1.31519	1.03385	0.841838	0.38345	0.276605	0.299393	0.403435	1.17701	1.6013	1.49729	1.32316	3.21745	3.18128	2.84863	3.32164	4.4393	2.39117	1.11978	1.38829	1.95027	2.87431	3.22354	5.26431	10.0245	10.2072
FBgn0037455	CG2336	chr3R	2406505	2408059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18815	3.608732	6.059425	4.49444	9.046296	13.287426	18.02379	19.9534	16.0017	29.246	37.45863	36.6798	0.0	0.0	0.0
FBgn0030323	CG2371	chrX	11571364	11572612	35.78358	15.01659	8.902228	11.74162	14.38774	23.24417	13.455848	11.96925	6.921738	5.45157	4.54682	4.416665	5.221183	5.153477	4.457904	5.46846	5.76762	7.71694	6.917063	7.7814	11.27174	9.50153	6.762585	5.125184	6.445511	6.92219	8.92414	11.88612	18.21115	18.555788
FBgn0030326	CG2444	chrX	11598331	11599228	1.07184e-06	0.0878262	0.110996	0.142487	0.937862	0.325211	0.339165	0.86527	1.44516	4.68901	20.1858	15.7171	31.6098	12.1298	45.6799	97.8227	798.477	3808.24	1555.08	1618.23	37.8208	44.4719	9.42585	88.0124	7.38532	1.49332	1.51892	3.16882	0.236212	0.296311
FBgn0030460	CG2453	chrX	13087078	13088539	26.3897	10.9784	8.19723	6.9402	8.60431	15.2246	11.1183	15.204	12.9886	10.7247	8.61518	8.24084	17.6226	19.6285	14.3546	7.48255	6.88744	5.28522	5.38669	6.59434	7.94399	14.5519	15.7369	10.2325	12.4665	13.0935	17.3567	16.9029	16.1069	17.1917
FBgn0035205	CG2469	chr3L	1307223	1311835	59.8839	69.7352	91.1425	55.3039	41.63248	27.73265	24.4724	16.53576	13.19967	12.01131	10.66274	11.94382	18.04822	18.09721	16.0017	16.3711	19.8619	20.9501	21.9797	27.38316	34.6893	22.61473	12.99392	11.16026	16.01579	18.20519	18.30878	26.09539	41.3518	40.9417
FBgn0261787	CG2478	chr2L	20650750	20656179	38.417	12.2696	9.7599	15.7509	15.5265	15.3223	16.2394	14.494	13.3831	10.556	9.19369	9.77843	9.63833	10.0178	8.69109	6.53071	10.7482	13.9744	14.7141	9.46063	9.90491	9.88529	7.28963	15.7981	8.42802	8.50952	9.04611	19.6886	29.8345	27.6564
